mortgage;life_ins;cre_card;deb_card;mob_bank;curr_acc;internet;perloan;savings;atm_user;markpl;age;cus_leng;response
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;Yes;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;less than 3 years;No
No;No;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;less than 3 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;Yes;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;Yes;No;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;Yes;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;No;No;Yes;No;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;Yes;Yes;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
No;No;No;No;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
No;No;No;Yes;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;No
Yes;Yes;No;No;No;No;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;Yes;Yes;Yes;No;Yes;Yes;Yes;32;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;No;32;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;32;less than 3 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;less than 3 years;Yes
No;No;No;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;Yes
No;No;No;No;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;No;Yes;No;Yes;No;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;32;more than 7 years;No
No;No;No;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;No;No;Yes;No;No;No;No;Yes;32;less than 3 years;Yes
No;Yes;No;No;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;No;Yes;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;Yes;Yes;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;No;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;Yes;32;from 3 to 7 years;No
No;No;No;Yes;Yes;No;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;32;less than 3 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;Yes;Yes;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;Yes;No;Yes;32;less than 3 years;Yes
No;Yes;No;No;Yes;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;Yes;Yes;Yes;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;Yes;No;No;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;No;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;No;No;Yes;Yes;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;No
No;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;Yes;No;Yes;No;32;less than 3 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;less than 3 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;No;32;less than 3 years;No
No;Yes;Yes;No;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;No;No;No;Yes;No;No;32;less than 3 years;Yes
Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;No;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;No;32;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;Yes;Yes;Yes;32;more than 7 years;No
No;No;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;Yes;No;32;from 3 to 7 years;No
No;No;No;No;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;No;No;No;No;Yes;No;No;Yes;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;Yes;No;Yes;No;32;from 3 to 7 years;No
Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;Yes;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;Yes;No;Yes;No;32;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
No;No;Yes;Yes;Yes;No;No;Yes;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;No;32;more than 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;Yes;No;No;No;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;Yes;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
No;Yes;No;Yes;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;Yes;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;Yes;Yes;Yes;32;from 3 to 7 years;No
No;Yes;No;No;No;Yes;No;No;No;Yes;No;32;less than 3 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;32;more than 7 years;No
Yes;Yes;No;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;Yes;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;Yes;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;Yes;Yes;32;more than 7 years;No
No;No;No;Yes;No;Yes;Yes;No;Yes;Yes;Yes;32;less than 3 years;No
Yes;Yes;No;Yes;Yes;No;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;No;No;Yes;Yes;Yes;No;No;Yes;No;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;No;32;more than 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;32;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
No;No;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;No
Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
No;Yes;No;Yes;Yes;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;Yes;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;No;32;from 3 to 7 years;No
No;Yes;No;Yes;Yes;No;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;Yes;No;No;Yes;No;No;32;from 3 to 7 years;Yes
No;No;No;Yes;Yes;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;Yes;32;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;Yes;Yes;No;32;less than 3 years;No
No;No;Yes;Yes;Yes;No;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
No;Yes;No;Yes;Yes;No;No;Yes;No;No;No;32;from 3 to 7 years;Yes
No;No;Yes;Yes;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;No;No;Yes;Yes;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;No;No;Yes;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;Yes;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;No;No;Yes;Yes;No;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
No;Yes;No;Yes;No;No;No;Yes;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
No;No;No;Yes;No;No;No;Yes;No;Yes;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;32;from 3 to 7 years;No
No;Yes;Yes;No;No;Yes;No;Yes;Yes;Yes;No;32;from 3 to 7 years;Yes
No;No;No;No;Yes;No;No;No;No;Yes;Yes;32;less than 3 years;Yes
No;No;No;Yes;Yes;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
No;Yes;No;Yes;Yes;Yes;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;No
Yes;Yes;No;Yes;Yes;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;Yes;No;No;No;No;No;Yes;Yes;Yes;32;more than 7 years;No
No;No;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;more than 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;Yes;No;No;Yes;No;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;Yes;Yes;No;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;Yes;Yes;No;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
No;No;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;No;No;No;No;No;No;Yes;No;32;from 3 to 7 years;Yes
No;No;No;No;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
No;Yes;No;No;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;less than 3 years;Yes
No;No;Yes;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;No;Yes;32;more than 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;Yes;No;No;32;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;No;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
No;Yes;No;No;Yes;No;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;No;Yes;No;Yes;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;No;No;No;Yes;No;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;Yes;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;Yes;No;No;Yes;No;No;Yes;32;less than 3 years;Yes
No;No;No;Yes;Yes;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;Yes;No;Yes;Yes;32;more than 7 years;No
No;Yes;No;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;Yes;No;No;No;Yes;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;Yes;Yes;No;No;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;Yes;No;No;Yes;No;Yes;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;No
No;No;Yes;Yes;No;No;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;Yes;Yes;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;No;Yes;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;Yes;No;Yes;No;No;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;Yes;32;less than 3 years;Yes
No;No;No;Yes;Yes;No;No;Yes;No;Yes;No;32;from 3 to 7 years;No
No;No;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;Yes;No;Yes;No;No;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;No;No;No;No;No;Yes;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;No;No;No;No;Yes;Yes;32;from 3 to 7 years;No
No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;No;Yes;No;No;Yes;No;Yes;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;No;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
No;No;Yes;Yes;No;No;No;No;No;No;Yes;32;from 3 to 7 years;Yes
No;Yes;No;Yes;Yes;Yes;No;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;Yes;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;No;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;Yes;No;No;No;No;32;from 3 to 7 years;Yes
Yes;Yes;No;No;No;Yes;Yes;No;No;Yes;Yes;32;from 3 to 7 years;No
No;No;No;No;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;No;Yes;Yes;No;Yes;No;No;Yes;Yes;Yes;32;from 3 to 7 years;Yes
Yes;Yes;No;No;No;No;No;No;No;Yes;No;32;less than 3 years;Yes
No;No;No;Yes;No;No;No;Yes;No;Yes;No;32;less than 3 years;Yes
Yes;Yes;No;No;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;Yes;No;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;Yes;No;No;No;Yes;Yes;32;more than 7 years;No
Yes;Yes;Yes;Yes;No;Yes;Yes;No;Yes;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;No;Yes;No;Yes;No;Yes;No;Yes;Yes;32;from 3 to 7 years;No
Yes;Yes;Yes;No;No;No;No;No;No;No;No;32;from 3 to 7 years;Yes
No;Yes;Yes;Yes;No;Yes;No;Yes;No;No;Yes;32;from 3 to 7 years;Yes
Yes;Yes;Yes;Yes;No;Yes;No;No;No;No;Yes;32;from 3 to 7 years;Yes
No;No;No;Yes;No;Yes;No;No;No;No;No;32;less than 3 years;Yes
