Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
77857;64;0;99;0;9;0
0;62;18;34;0;3;0
56502;74;15;78;0;1;0
95018;97;21;81;0;1;0
23705;122;33;2;4;1;0
72333;70;10;20;0;1;0
0;107;22;96;0;4;0
47622;80;15;13;0;7;0
0;105;33;7;0;3;0
79632;106;7;72;1;3;0
16154;62;31;45;1;2;0
72211;73;12;1;0;1;0
70892;76;21;32;0;5;0
49367;63;16;40;0;9;0
68086;194;34;6;0;3;0
90353;70;3;64;0;7;0
49558;115;1;73;0;1;0
93485;72;31;40;0;2;0
10629;74;17;15;0;8;0
10237;72;31;97;0;1;0
87517;112;1;28;1;1;0
23241;70;11;14;0;9;0
60861;66;8;82;0;4;0
21726;104;20;79;0;8;0
36313;67;3;38;2;9;0
29160;87;25;62;0;1;0
0;99;15;79;0;5;0
0;188;5;67;0;1;0
48139;63;9;41;0;9;0
0;76;28;55;5;3;0
13688;84;25;2;0;8;0
0;73;16;77;0;9;0
27649;63;3;63;0;2;0
24191;80;11;32;0;1;0
0;71;11;77;0;1;0
58493;67;13;53;0;4;0
82477;90;1;69;0;1;0
88663;79;20;86;0;7;0
74057;109;27;24;0;1;0
0;63;2;82;2;8;0
52342;66;28;28;3;2;0
42012;63;13;84;0;1;0
56021;69;20;38;0;2;0
35124;137;18;46;0;2;0
0;62;4;49;1;1;0
0;125;8;55;0;1;0
37202;93;30;86;0;1;0
65985;71;3;47;5;4;0
87771;74;8;9;4;2;0
63624;115;10;40;2;2;0
80192;129;8;69;0;9;0
35945;105;14;25;0;1;0
93004;63;31;2;0;2;0
0;89;4;24;0;4;0
71210;214;8;89;1;2;0
99159;190;7;14;0;5;0
81491;72;21;24;0;3;0
99875;108;12;37;0;2;0
51705;139;26;79;0;1;0
39837;201;11;63;0;2;0
31421;81;5;95;0;2;0
81531;135;23;50;0;1;0
25134;67;3;0;0;6;0
37386;97;1;4;0;3;0
0;66;16;35;4;1;0
99553;68;14;85;0;6;0
0;161;19;71;0;9;0
70705;69;31;61;2;6;0
22724;69;21;39;0;1;0
26320;111;3;92;0;9;0
0;69;7;90;0;8;0
0;70;24;10;0;1;0
88218;99;9;25;0;2;0
25180;70;21;44;0;9;0
48091;108;30;66;0;9;0
92539;100;1;55;0;1;0
40658;61;24;79;1;1;0
75453;112;6;90;0;1;0
94003;64;14;39;0;1;0
31737;218;17;2;0;3;0
0;70;24;10;0;1;0
0;71;2;94;1;1;0
0;114;0;75;0;1;0
48885;190;31;90;0;9;0
0;79;14;22;0;2;0
86305;62;1;99;0;5;0
28909;66;15;66;0;8;0
0;123;35;38;1;3;0
26140;84;23;37;1;1;0
35095;73;25;56;0;2;0
31678;63;7;3;0;1;0
28245;62;0;16;0;2;0
0;72;0;97;0;2;0
19168;106;12;54;1;2;0
22705;239;19;59;0;7;0
86481;65;9;69;0;2;0
38008;68;12;40;4;2;0
63032;61;5;79;0;1;0
27228;129;19;61;4;1;0
0;68;5;4;1;2;0
13424;71;30;78;0;1;0
59098;110;31;73;0;3;0
16181;181;22;79;0;8;0
95697;107;29;29;0;9;0
26806;63;32;19;0;2;0
30595;69;22;36;0;2;0
88079;61;16;37;0;3;0
99803;71;1;67;0;2;0
0;118;26;43;0;2;0
0;191;27;49;0;3;0
36283;68;14;63;1;1;0
66991;115;1;71;0;1;0
34322;70;20;46;2;1;0
44855;63;3;71;1;1;0
97729;115;4;48;1;7;0
48263;104;2;32;0;1;0
68343;79;20;78;0;2;0
76847;118;16;52;0;3;0
35795;65;25;53;0;1;0
0;71;1;29;0;2;0
53074;61;5;86;0;1;0
0;63;13;48;0;1;0
28743;112;9;13;0;3;0
81839;65;23;39;1;4;0
14030;72;11;3;0;1;0
32764;61;30;23;0;1;0
74775;95;18;35;0;1;0
53503;114;3;43;0;7;0
34455;135;8;69;0;2;0
52198;74;2;62;0;1;0
64429;133;1;58;2;2;0
44788;61;6;48;0;2;0
30130;110;22;12;0;2;0
0;65;34;84;0;1;0
0;275;3;64;1;1;0
34337;113;20;44;0;9;0
22276;111;19;73;1;2;0
52980;64;33;93;0;1;0
97736;74;19;22;0;2;0
0;67;0;14;0;1;0
0;73;18;16;1;2;0
68727;94;19;76;0;1;0
71391;67;29;39;0;2;0
62271;63;30;52;0;3;0
0;187;1;7;0;2;0
0;86;12;96;0;8;0
0;76;8;44;0;3;0
28506;104;27;37;0;1;0
0;86;17;35;0;1;0
0;94;14;17;0;2;0
94161;69;0;65;0;4;0
33345;102;34;37;0;2;0
64195;158;0;27;4;6;0
0;138;1;34;0;2;0
67414;68;7;37;0;8;0
33176;63;22;75;0;3;0
0;139;5;56;0;2;0
56779;86;21;16;0;3;0
40810;114;8;14;0;2;0
30622;68;22;86;0;2;0
14119;67;4;53;0;2;0
77237;283;33;93;0;2;0
24980;71;34;14;0;2;0
66676;97;0;40;0;1;0
0;69;4;83;1;2;0
0;69;30;97;0;2;0
0;82;24;21;0;2;0
41853;71;17;51;0;3;0
23815;73;4;47;0;2;0
22885;73;20;46;0;1;0
32630;66;26;40;0;3;0
18577;86;21;76;0;6;0
75952;73;5;17;0;3;0
96390;73;17;47;0;2;0
25680;73;10;93;0;2;0
0;112;17;29;0;7;0
51504;220;30;99;0;2;0
0;74;15;9;3;1;0
41456;73;11;19;0;1;0
44368;80;5;72;0;3;0
70961;85;19;8;0;2;0
21986;63;1;9;0;1;0
0;83;14;22;0;1;0
33514;105;33;2;0;2;0
60230;98;13;91;0;1;0
0;70;17;47;1;1;0
40818;66;6;3;0;6;0
37937;116;11;42;0;5;0
64571;89;34;91;0;6;0
0;126;29;61;0;3;0
21988;209;12;62;0;2;0
0;95;12;5;0;1;0
24672;93;9;44;0;9;0
0;74;26;95;1;1;0
0;96;1;79;0;2;0
72878;61;0;58;2;2;0
88340;102;16;1;0;2;0
52278;73;31;91;0;3;0
12902;139;3;51;0;1;0
99816;86;0;0;0;1;0
26554;68;18;86;1;1;0
77485;77;0;87;0;1;0
22537;64;24;87;1;2;0
76522;71;31;71;0;6;0
0;64;22;34;3;1;0
22886;65;9;81;0;3;0
0;115;1;34;0;1;0
25506;65;10;16;0;1;0
0;110;7;70;0;1;0
0;98;19;17;1;2;0
0;191;22;38;0;1;0
0;72;18;91;0;9;0
96357;71;4;69;1;1;0
16266;100;11;23;0;2;0
76516;95;13;15;0;9;0
20484;61;3;89;0;1;0
40215;64;11;22;0;3;0
22854;122;28;53;0;2;0
0;118;6;34;1;1;0
55217;107;9;9;2;9;0
76276;86;24;19;0;2;0
47918;62;2;51;0;1;0
0;73;35;52;3;5;0
43499;80;8;44;0;1;0
0;72;14;58;0;1;0
0;71;11;21;3;2;0
21497;128;31;58;0;1;0
27972;61;7;38;0;1;0
20942;84;12;59;0;2;0
0;71;31;52;0;4;0
74298;177;9;81;0;1;0
23339;138;8;31;0;1;0
77031;125;17;17;0;1;0
31739;71;10;29;0;2;0
0;66;4;30;0;5;0
25236;89;2;26;0;1;0
0;103;25;16;1;1;0
40964;74;7;57;0;8;0
40896;109;3;61;0;1;0
95733;72;19;82;0;3;0
39161;71;8;84;3;1;0
84551;72;10;82;0;5;0
12843;111;6;47;0;3;0
71551;62;10;19;0;1;0
0;71;2;5;0;1;0
77835;74;2;30;1;4;0
16764;61;13;79;0;7;0
39007;105;29;16;0;2;0
20290;113;6;75;0;3;0
46182;65;23;27;0;2;0
11920;74;20;27;0;7;0
97162;86;0;63;0;1;0
42743;117;5;86;1;6;0
0;64;18;59;0;2;0
0;87;4;4;3;1;0
85789;105;18;54;2;2;0
0;82;24;86;0;2;0
31349;93;10;32;0;1;0
37256;62;15;7;0;2;0
0;69;2;76;0;3;0
0;102;27;29;0;5;0
58166;67;3;19;0;1;0
0;63;4;55;1;3;0
97361;73;6;85;0;2;0
51937;193;5;40;0;9;0
75921;106;32;4;0;1;0
92766;71;17;15;0;2;0
12964;65;2;37;0;4;0
48117;88;4;51;0;3;0
0;77;17;41;0;2;0
0;118;18;66;1;2;0
66152;111;14;18;0;1;0
31093;64;1;22;0;1;0
0;107;15;58;1;1;0
0;166;4;49;0;4;0
19121;95;1;18;0;1;0
0;65;11;46;0;3;0
68563;131;6;44;1;3;0
24726;92;18;75;1;5;0
0;97;31;24;0;3;0
51991;73;4;95;0;1;0
0;118;25;29;0;7;0
89096;111;1;50;0;3;0
23031;148;26;76;0;2;0
29540;73;3;23;0;2;0
58557;88;4;83;0;1;0
88816;70;33;9;0;1;0
0;61;2;61;0;2;0
61809;72;9;21;0;1;0
58452;186;7;13;0;5;0
57161;127;20;92;0;1;0
0;65;11;69;0;1;0
90083;71;23;47;0;1;0
57693;76;16;56;0;3;0
0;69;16;42;0;2;0
44368;80;5;72;0;3;0
68727;72;15;49;0;2;0
40564;97;0;36;0;2;0
51066;74;23;0;0;8;0
0;92;30;81;0;2;0
90551;61;28;4;4;2;0
0;67;16;45;0;5;0
21353;80;28;21;0;1;0
0;102;25;48;0;1;0
55350;67;0;13;0;9;0
80321;105;25;1;0;2;0
94230;137;21;82;0;1;0
53305;63;32;73;0;4;0
55593;182;10;48;1;9;0
0;165;27;38;0;1;0
0;94;12;3;0;2;0
0;87;3;43;0;1;0
22158;74;8;92;0;1;0
81605;67;7;74;0;1;0
62219;69;7;73;0;4;0
15587;71;11;48;0;1;0
0;84;18;25;1;4;0
0;116;7;57;0;2;0
28505;88;0;93;0;2;0
25918;104;7;30;0;2;0
0;261;33;44;0;1;0
34137;62;6;9;0;2;0
21839;137;2;70;0;8;0
20978;98;19;96;1;1;0
83392;71;30;80;0;3;0
73661;128;34;47;0;3;0
49793;121;3;55;0;1;0
0;65;3;71;0;1;0
91890;107;30;28;0;7;0
0;65;16;61;0;9;0
11885;101;18;39;0;2;0
43000;109;27;9;0;2;0
90043;63;12;21;0;2;0
0;72;34;46;0;2;0
48567;130;12;15;0;1;0
27510;159;5;28;3;1;0
59124;70;18;31;2;1;0
0;119;20;89;3;1;0
56531;170;34;24;3;1;0
0;139;2;33;1;2;0
45277;191;19;0;0;2;0
0;65;12;57;3;1;0
0;73;18;45;0;5;0
22886;65;9;81;0;3;0
66685;67;35;50;2;2;0
65775;72;16;98;0;4;0
52972;74;3;68;0;1;0
52979;72;14;53;0;4;0
55436;67;7;44;0;2;0
32116;132;10;42;0;1;0
56070;74;5;73;0;2;0
0;62;32;31;0;3;0
0;116;12;76;1;2;0
93621;100;16;20;0;1;0
79192;70;11;74;0;1;0
96853;98;34;68;0;2;0
0;83;25;91;4;1;0
75121;73;12;22;0;6;0
0;117;2;41;0;1;0
69959;63;9;3;0;2;0
81400;104;6;19;0;2;0
0;98;33;87;1;1;0
67523;72;35;21;0;7;0
62366;108;22;87;0;8;0
67134;131;5;63;1;6;0
41479;94;14;38;1;1;0
29697;66;0;58;4;1;0
58577;110;6;62;0;1;0
0;106;7;44;0;4;0
51144;61;28;32;1;9;0
29587;76;25;4;0;3;0
0;157;17;1;0;2;0
71499;112;25;61;0;5;0
0;106;23;45;0;5;0
0;126;4;59;0;2;0
75740;64;13;11;0;1;0
53262;62;11;18;4;2;0
75180;77;15;30;3;1;0
31196;62;26;57;4;9;0
0;186;0;67;2;5;0
34505;106;13;44;0;9;0
0;82;14;27;2;2;0
0;97;1;40;0;2;0
37937;116;11;42;0;5;0
21897;139;19;67;0;2;0
55994;92;19;75;2;2;0
24067;132;12;2;0;6;0
43630;99;33;30;0;3;0
23811;130;20;8;0;1;0
0;62;11;45;0;1;0
0;100;17;21;2;4;0
0;124;6;34;0;1;0
50562;79;19;34;0;9;0
21514;62;0;59;0;2;0
80355;187;24;92;1;2;0
64125;108;3;44;0;3;0
83800;62;11;44;0;1;0
23840;64;32;66;0;7;0
54834;72;23;13;0;8;0
80277;112;6;40;1;2;0
88430;66;7;17;1;2;0
26255;88;21;4;0;3;0
0;95;16;1;0;1;0
95715;119;0;52;2;2;0
0;70;22;67;3;1;0
32437;69;4;73;0;1;0
22726;65;25;73;0;3;0
58092;72;7;56;1;2;0
83365;109;27;7;1;4;0
12153;69;23;9;1;8;0
74028;118;10;16;0;2;0
52707;90;33;66;1;6;0
47451;87;0;31;1;6;0
19864;63;22;96;0;1;0
28513;100;4;22;1;2;0
26242;74;5;69;0;1;0
55067;110;3;21;1;2;0
62291;100;1;53;0;3;0
25048;167;0;11;0;5;0
16654;79;23;31;0;7;0
26887;113;32;67;0;2;0
22784;70;11;68;0;2;0
49345;69;10;12;0;7;0
0;70;4;63;0;2;0
34307;92;33;62;2;1;0
0;95;19;41;1;9;0
44096;72;28;65;1;2;0
43204;64;31;19;3;1;0
0;92;3;7;0;2;0
0;117;13;69;0;1;0
78596;118;1;70;0;1;0
38925;112;10;48;0;1;0
0;119;9;8;0;3;0
21885;108;7;29;0;1;0
48345;67;7;1;0;7;0
77993;62;26;10;0;1;0
25748;90;9;23;0;1;0
22520;73;17;64;0;3;0
0;95;1;69;0;2;0
0;73;6;11;0;1;0
75986;115;11;44;0;3;0
0;205;14;63;0;4;0
58542;114;29;82;0;2;0
43640;64;10;99;2;3;0
86901;72;24;73;0;2;0
94115;74;28;41;0;8;0
0;125;22;80;0;9;0
65375;65;9;84;0;3;0
44341;105;15;56;0;2;0
24378;188;18;34;0;5;0
93489;84;16;72;0;1;0
69161;97;19;71;0;8;0
60774;154;13;7;0;5;0
0;101;1;83;4;1;0
54008;67;18;90;0;2;0
0;74;15;61;0;2;0
44619;68;35;45;0;1;0
16476;101;29;25;0;1;0
73359;94;17;24;0;2;0
25949;104;0;28;0;3;0
62018;73;2;59;0;1;0
41433;183;24;40;0;9;0
0;238;29;90;1;4;0
68931;66;32;30;0;7;0
0;141;25;27;0;3;0
0;104;24;49;0;6;0
0;64;35;59;0;1;0
98044;73;5;53;0;2;0
91354;68;30;26;0;2;0
0;109;5;20;4;7;0
15083;115;25;14;0;2;0
0;61;21;24;0;2;0
0;107;15;63;0;8;0
0;80;30;96;0;2;0
0;67;15;75;3;1;0
22955;92;6;23;3;2;0
0;69;5;26;0;2;0
51641;63;8;80;1;1;0
10211;119;7;16;0;7;0
0;68;13;11;0;1;0
0;80;31;67;0;1;0
33806;89;32;59;0;2;0
50269;80;15;88;0;3;0
18375;103;8;50;0;1;0
24133;68;20;42;0;2;0
88375;77;23;11;0;3;0
88997;72;9;71;0;3;0
0;125;2;84;0;1;0
23402;61;29;38;0;7;0
46396;103;11;79;1;2;0
0;96;28;62;0;4;0
0;102;34;37;0;3;0
33175;66;31;76;0;2;0
63885;114;0;17;0;8;0
92766;71;17;15;0;2;0
45515;61;14;33;0;9;0
0;115;21;46;0;2;0
37703;70;11;51;0;1;0
0;68;9;1;0;6;0
0;122;8;32;0;6;0
64987;66;17;90;0;1;0
73180;64;27;43;0;3;0
92766;71;17;15;0;2;0
0;119;29;54;2;1;0
50071;71;3;32;0;1;0
53058;91;16;44;4;3;0
0;127;11;86;0;3;0
16370;74;4;54;0;2;0
70521;63;13;26;0;2;0
58007;81;23;71;0;2;0
31670;179;33;3;0;1;0
0;112;12;93;0;3;0
0;70;28;26;0;2;0
62534;68;10;1;0;2;0
26790;71;4;41;0;1;0
0;95;13;20;0;5;0
56178;94;1;39;0;1;0
28646;61;11;50;0;1;0
31267;129;4;45;0;2;0
78250;114;7;66;0;6;0
0;153;25;5;0;1;0
65636;67;15;72;0;2;0
43177;103;34;74;0;1;0
26733;66;7;55;0;5;0
12590;73;22;1;0;2;0
33481;188;28;46;0;2;0
0;80;25;80;0;2;0
25752;73;28;85;0;2;0
27982;87;15;74;0;1;0
29445;68;0;31;0;9;0
47455;61;1;61;0;1;0
64125;108;3;44;0;3;0
56830;83;6;27;0;9;0
58236;108;22;92;0;2;0
54289;62;32;13;0;2;0
0;66;16;77;0;2;0
47482;93;19;45;0;3;0
60244;83;3;72;3;1;0
20867;71;0;79;0;1;0
98138;93;30;10;1;2;0
0;81;6;49;0;2;0
20327;74;26;44;0;1;0
11828;90;18;84;0;2;0
50695;71;31;30;0;5;0
0;107;14;90;0;3;0
98693;61;7;57;0;3;0
54507;138;20;11;0;1;0
89703;126;6;54;0;1;0
0;71;9;6;0;3;0
0;67;19;82;1;3;0
70882;69;20;50;0;2;0
60817;103;3;79;1;1;0
72257;90;28;61;0;2;0
90008;137;13;3;0;2;0
93987;65;9;1;0;1;0
81872;115;10;55;0;2;0
60221;67;3;17;0;2;0
33651;69;21;37;1;2;0
0;61;22;94;0;2;0
75741;109;31;59;0;7;0
38086;96;17;10;0;7;0
38725;64;12;58;0;2;0
20132;86;5;61;3;2;0
0;105;0;47;0;2;0
44299;106;25;76;5;2;0
98917;139;18;21;0;1;0
91535;67;35;13;1;2;0
53484;70;12;12;0;2;0
45318;103;17;27;0;8;0
46897;70;16;47;0;3;0
40135;80;29;70;0;1;0
38606;68;16;99;0;3;0
56550;73;22;41;3;2;0
61146;65;7;68;0;6;0
36409;66;26;33;0;2;0
90035;80;28;38;0;3;0
39669;98;13;63;0;2;0
57963;61;11;63;0;1;0
81872;115;10;55;0;2;0
25965;65;23;27;0;1;0
59662;85;6;76;0;1;0
27906;102;5;57;0;1;0
51032;83;5;56;0;1;0
83771;133;26;18;0;1;0
57052;115;7;56;1;4;0
51510;106;11;17;0;1;0
34819;61;0;31;0;6;0
31189;122;18;10;0;2;0
32180;103;3;28;0;1;0
27500;114;25;47;0;2;0
67018;94;11;17;0;4;0
0;77;32;0;0;1;0
0;199;7;93;0;2;0
33588;62;2;64;0;2;0
56270;83;23;2;0;4;0
82800;70;12;94;0;2;0
0;68;2;70;0;2;0
63891;119;13;13;0;1;0
43946;133;13;83;0;2;0
62039;68;8;30;1;8;0
60475;107;9;18;0;1;0
70279;71;17;25;0;7;0
0;93;4;63;0;1;0
66676;97;0;40;0;1;0
12048;77;6;46;0;1;0
0;68;29;91;0;6;0
0;68;34;37;0;6;0
36094;99;28;50;1;5;0
0;61;0;31;0;2;0
63328;89;19;19;0;9;0
0;112;6;0;0;1;0
36121;118;7;91;0;4;0
56005;68;31;30;1;3;0
48597;71;12;63;5;1;0
0;81;21;37;0;4;0
42540;70;15;52;0;2;0
87544;109;28;92;1;3;0
26292;80;1;81;2;2;0
42696;228;17;50;0;9;0
88009;71;29;21;0;1;0
0;97;27;17;0;1;0
0;66;16;35;4;1;0
16181;181;22;79;0;8;0
0;62;20;88;0;6;0
75438;136;11;97;0;1;0
0;73;25;5;0;1;0
27681;83;13;62;0;9;0
23444;196;7;62;0;2;0
63684;68;6;87;0;1;0
61737;107;21;65;0;1;0
0;113;32;66;0;2;0
52373;111;2;37;0;9;0
58213;79;22;50;0;1;0
74142;83;24;60;0;1;0
0;109;31;74;0;3;0
49746;111;4;85;3;1;0
0;129;13;4;0;7;0
0;104;35;79;0;3;0
39854;66;6;4;0;7;0
36650;69;2;70;1;1;0
32756;93;18;67;0;2;0
36268;86;2;22;1;2;0
23815;73;4;47;0;2;0
0;107;3;65;0;3;0
39188;74;9;2;0;3;0
58089;118;31;83;0;1;0
62120;74;5;39;0;8;0
26540;69;15;4;0;1;0
28215;65;15;26;0;3;0
61675;123;35;54;0;2;0
0;100;16;36;0;2;0
69600;74;35;28;0;1;0
40982;62;6;88;0;1;0
74015;72;12;61;0;6;0
0;94;6;61;0;1;0
0;79;28;94;0;1;0
29439;146;4;10;0;2;0
0;108;26;94;0;4;0
74015;72;12;61;0;6;0
67881;79;6;70;0;4;0
96162;97;9;91;0;4;0
39049;63;30;34;0;2;0
29808;105;18;38;1;3;0
65727;134;14;15;0;6;0
0;62;30;29;1;1;0
22283;65;16;93;0;1;0
37435;105;3;22;0;1;0
27756;71;6;52;0;8;0
86876;68;9;3;0;2;0
0;114;21;41;0;4;0
34062;91;23;51;0;3;0
0;73;17;44;0;7;0
0;69;7;10;0;1;0
78358;128;6;75;0;3;0
12222;67;8;70;1;1;0
41247;64;17;6;0;1;0
13663;97;1;66;0;2;0
25531;74;27;52;0;1;0
58643;74;33;58;0;3;0
48107;190;6;34;2;2;0
18643;119;34;41;0;5;0
0;102;13;89;0;2;0
58645;110;15;44;0;2;0
95058;177;11;90;0;1;0
0;87;16;83;0;8;0
19715;66;25;11;4;5;0
68787;66;7;64;0;1;0
29056;66;19;2;0;2;0
47829;117;23;37;1;1;0
13128;118;11;21;0;1;0
58946;121;5;87;0;1;0
31614;71;26;69;0;4;0
44667;65;25;53;0;2;0
0;111;33;76;0;1;0
91512;189;6;86;0;1;0
26540;69;13;65;1;5;0
0;103;35;76;0;1;0
38798;72;24;48;0;1;0
0;117;0;6;0;4;0
65629;64;21;28;0;3;0
33291;73;30;2;1;2;0
57264;84;0;30;1;2;0
60970;110;20;10;0;2;0
34220;109;23;71;1;1;0
88997;72;9;71;0;3;0
18779;63;10;65;0;4;0
50825;102;3;46;0;3;0
0;86;18;41;0;1;0
29218;72;33;40;0;2;0
95697;61;16;55;0;1;0
61486;70;2;65;0;3;0
0;68;6;25;0;2;0
17723;72;3;40;0;3;0
72421;65;8;23;0;1;0
36510;84;10;36;0;6;0
35396;70;32;12;0;3;0
69230;63;31;13;0;1;0
28054;195;1;63;1;1;0
25866;109;20;56;0;1;0
23675;117;4;31;0;7;0
0;71;22;45;0;1;0
0;66;6;71;2;1;0
0;68;16;81;0;6;0
28142;105;18;50;0;1;0
23706;68;1;56;1;2;0
0;131;0;80;0;1;0
0;85;34;31;0;3;0
83527;64;19;27;1;3;0
26876;76;17;72;0;8;0
55099;122;33;86;0;3;0
71661;65;7;92;0;4;0
18047;242;5;50;0;2;0
90893;70;8;82;0;1;0
90016;102;28;34;4;2;0
81285;81;18;2;2;1;0
96950;115;20;74;0;2;0
24814;69;31;48;0;2;0
0;90;14;16;3;2;0
0;61;17;14;1;1;0
52572;113;30;22;0;3;0
0;85;27;29;0;1;0
41701;68;16;74;0;2;0
0;104;26;66;0;2;0
0;80;7;77;0;2;0
34179;107;15;26;0;2;0
27681;83;13;62;0;9;0
0;73;34;2;0;4;0
0;70;19;66;1;2;0
78494;69;21;53;0;2;0
0;66;18;95;2;1;0
56044;182;27;32;0;2;0
37937;116;11;42;0;5;0
77853;106;12;76;0;1;0
72608;82;26;19;3;8;0
36568;128;28;34;0;6;0
0;110;17;58;2;3;0
59578;98;1;50;1;1;0
26032;109;18;25;0;3;0
39618;68;0;55;0;1;0
0;65;8;47;0;1;0
59438;124;33;55;0;1;0
0;112;12;93;0;3;0
0;87;2;55;0;1;0
89451;63;11;2;0;1;0
44695;91;26;88;0;2;0
24581;101;2;86;0;2;0
0;73;27;95;1;6;0
72334;129;26;66;3;6;0
19831;83;8;88;0;7;0
40361;98;3;98;0;1;0
74656;111;0;6;0;2;0
25358;126;1;13;0;2;0
35461;95;26;57;1;1;0
59047;76;2;73;3;2;0
62409;89;16;50;0;2;0
93272;95;3;54;0;1;0
0;135;18;48;0;4;0
20166;83;19;28;0;1;0
0;74;13;68;0;1;0
29735;69;3;92;0;1;0
0;64;1;63;0;2;0
97460;114;20;62;0;2;0
57564;63;5;48;1;1;0
33232;94;21;81;0;2;0
11854;113;19;64;0;2;0
23843;79;1;42;0;5;0
17961;181;28;51;0;3;0
0;64;17;84;0;3;0
54695;103;6;94;0;5;0
85632;82;23;4;0;1;0
0;139;5;56;0;2;0
0;76;11;14;4;3;0
39895;160;32;45;0;2;0
95815;82;6;95;0;3;0
37224;74;8;23;0;2;0
0;122;2;73;0;5;0
94652;86;18;88;0;3;0
28582;112;27;24;0;2;0
91123;138;32;70;3;8;0
85942;116;16;36;2;5;0
64321;253;4;75;0;2;0
77025;64;18;44;2;3;0
16997;65;35;62;3;1;0
52408;125;13;12;0;9;0
0;116;7;73;1;7;0
37573;112;3;21;3;3;0
45893;97;3;75;0;2;0
0;96;31;34;0;1;0
29385;88;18;8;2;1;0
21509;81;24;24;1;2;0
68144;70;29;98;4;2;0
31093;63;3;78;0;3;0
24350;73;6;89;3;1;0
32823;100;1;36;0;8;0
44843;105;14;34;0;3;0
59364;67;25;56;0;5;0
39101;99;34;24;0;1;0
0;90;2;46;1;3;0
27604;92;20;45;1;9;0
91603;64;18;37;5;8;0
59828;104;25;49;0;8;0
33247;72;26;47;0;1;0
45867;126;31;12;0;1;0
54827;64;17;88;0;3;0
0;64;12;56;3;1;0
47170;139;4;57;0;3;0
21947;83;17;66;0;1;0
39018;117;11;94;0;2;0
20252;71;0;64;0;3;0
0;88;29;81;0;1;0
48602;70;30;46;0;5;0
97849;62;32;45;0;2;0
41479;94;14;38;1;1;0
69746;74;17;91;0;1;0
96748;96;13;68;0;9;0
25074;112;17;8;0;2;0
66463;68;28;80;0;1;0
34865;69;15;16;0;1;0
37399;116;30;22;0;3;0
21070;195;6;47;0;2;0
31562;66;9;5;4;7;0
54684;71;28;49;2;3;0
37388;117;30;21;0;5;0
84981;96;6;96;0;1;0
24046;116;27;47;0;1;0
20993;133;35;90;0;1;1
48029;116;9;79;0;7;0
16233;197;17;68;0;1;0
30718;67;26;49;1;1;0
60277;65;32;19;0;7;0
0;107;6;63;0;8;0
31911;68;13;65;0;1;0
61402;62;1;69;0;3;0
34335;101;18;55;0;3;0
71467;86;5;34;0;2;0
0;74;25;60;0;9;0
36168;90;16;14;0;1;0
58357;137;27;76;2;1;0
29692;77;3;53;0;2;0
29215;67;7;15;0;2;0
0;61;14;4;0;3;0
26841;74;33;17;1;1;0
34837;139;4;2;1;4;0
33068;61;6;77;1;6;0
44820;133;12;62;3;1;0
49564;193;22;82;0;2;0
19581;61;32;27;0;1;0
0;74;33;24;0;2;0
23129;70;10;74;0;2;0
0;138;23;93;0;3;0
25411;86;8;73;0;8;0
28513;100;4;22;1;2;1
69346;63;27;42;1;2;0
74835;133;14;89;0;7;0
43282;72;3;3;0;3;0
11276;91;22;10;1;2;0
0;62;11;52;2;1;0
10037;71;14;29;0;3;0
21986;63;1;9;0;1;1
85609;136;22;17;0;1;0
86347;130;17;93;0;2;0
20368;72;30;36;0;1;0
25778;68;29;34;0;3;0
43860;65;15;58;0;1;1
93303;65;11;96;0;5;0
67467;61;4;22;0;9;0
30598;106;13;21;0;1;0
55350;67;0;13;0;9;1
11432;119;11;9;0;2;1
27093;61;10;19;0;1;0
0;108;32;95;0;1;0
0;197;3;85;0;9;0
38961;62;5;19;0;1;0
51840;94;10;75;0;2;0
79181;72;1;24;0;1;0
14072;71;13;3;0;2;1
56225;97;10;95;0;3;0
14909;199;31;95;0;6;0
26876;76;17;72;0;8;1
68401;88;14;14;0;1;0
29730;72;1;76;0;3;0
35577;130;1;6;0;1;0
41958;66;15;49;1;1;0
77915;115;4;61;0;2;0
15514;74;20;24;0;1;0
29505;284;2;70;0;1;0
31356;68;25;13;0;2;0
31456;199;5;61;0;1;0
95284;69;6;35;0;4;0
0;98;7;24;0;9;0
62864;104;20;14;0;1;0
22842;65;20;53;0;9;0
67186;66;22;20;0;2;0
0;87;14;67;0;3;0
68946;71;15;31;0;8;0
56680;100;9;78;2;3;0
18866;126;4;62;0;1;0
82875;70;5;20;0;1;0
0;109;25;61;2;1;0
84863;138;28;40;0;1;0
0;127;24;58;0;1;0
54753;61;5;99;0;1;0
76381;116;23;33;0;4;0
59523;78;0;62;1;8;0
56017;71;1;98;0;6;0
14306;74;31;22;3;7;0
21359;101;25;5;0;1;0
86101;102;4;73;0;1;0
25998;71;16;38;0;2;1
64341;61;4;81;0;1;0
36060;165;27;55;0;1;0
61894;67;22;38;0;4;0
26721;65;18;64;3;2;0
59940;94;17;9;0;3;0
45971;138;15;91;0;1;0
80055;100;30;83;0;1;0
58345;98;1;6;0;6;0
0;71;33;48;3;7;0
76549;132;3;5;0;3;0
36212;73;25;57;0;2;0
0;131;18;41;0;3;0
73597;114;5;8;5;2;0
63762;99;13;55;0;4;0
32787;86;3;86;0;7;0
94962;67;10;48;4;1;0
