Customer Lifetime Value;Coverage;Education;EmploymentStatus;Gender;Income;Monthly Premium Auto;Months Since Last Claim;Months Since Policy Inception;Number of Open Complaints;Number of Policies;Response
2263.284608;Basic;Bachelor;Unemployed;F;0;62;25;15;0;1;No
14435.67365;Premium;Master;Employed;M;60880;119;25;89;0;2;Yes
4928.397077;Basic;Bachelor;Employed;F;61785;61;31;47;0;5;No
12036.62051;Basic;Bachelor;Employed;M;44428;104;17;61;0;2;Yes
8564.768226;Basic;High School or Below;Employed;M;95697;107;29;29;0;9;Yes
2361.883909;Basic;Bachelor;Medical Leave;F;18064;63;10;45;2;1;No
5565.693282;Basic;High School or Below;Employed;M;74720;70;15;99;0;3;No
5146.80976;Basic;Bachelor;Disabled;F;22594;67;22;41;0;3;No
2938.080327;Basic;Bachelor;Employed;F;40987;73;6;15;0;1;No
14432.74644;Extended;High School or Below;Disabled;M;24561;126;1;31;0;2;No
13027.41984;Extended;College;Employed;F;76456;83;27;34;1;2;No
2451.988783;Basic;College;Employed;M;65828;62;22;3;0;1;No
4661.984144;Basic;College;Unemployed;F;0;68;0;48;1;5;No
5600.010179;Basic;Bachelor;Employed;F;63621;70;8;48;0;5;No
4016.132772;Basic;College;Medical Leave;M;10074;107;33;42;0;1;No
22195.80299;Basic;College;Employed;F;78965;183;3;78;0;2;No
7343.353716;Basic;College;Unemployed;F;0;68;16;57;0;2;No
4804.514274;Basic;Bachelor;Disabled;M;23604;64;4;86;0;8;No
2735.538859;Basic;College;Employed;F;99205;68;7;21;0;1;No
6940.972823;Extended;College;Unemployed;M;0;92;4;60;0;3;No
2396.219292;Basic;Bachelor;Unemployed;F;0;66;6;71;2;1;Yes
5380.898636;Basic;College;Employed;F;55350;67;0;13;0;9;Yes
8432.815731;Basic;College;Disabled;M;21052;111;12;55;0;5;No
7556.507482;Basic;High School or Below;Unemployed;F;0;69;5;64;0;2;No
7787.431684;Basic;High School or Below;Medical Leave;M;24664;69;12;15;0;2;No
4787.812897;Extended;College;Employed;M;45225;124;15;83;0;1;No
9707.647552;Extended;College;Employed;M;30430;86;6;77;0;2;No
2552.226197;Basic;Bachelor;Employed;F;35149;64;26;33;0;1;No
5223.429265;Basic;Bachelor;Medical Leave;M;16513;71;23;37;0;6;No
5010.44933;Basic;High School or Below;Disabled;M;10892;66;16;9;0;3;No
5597.12496;Extended;High School or Below;Employed;F;37995;139;16;50;0;1;Yes
4457.936252;Basic;College;Employed;M;54704;113;6;75;0;1;No
8200.78728;Basic;Doctor;Employed;M;25381;71;22;62;0;2;No
2746.080105;Basic;High School or Below;Unemployed;F;0;74;5;75;0;1;No
10215.77915;Basic;Bachelor;Disabled;F;18150;67;17;34;0;2;No
2453.570794;Basic;Bachelor;Medical Leave;M;29735;69;3;92;0;1;Yes
5872.958817;Basic;College;Employed;F;77156;73;30;39;0;7;No
3118.927949;Extended;College;Employed;F;88782;78;6;38;0;1;No
5568.656492;Extended;College;Employed;F;51489;139;14;10;0;1;No
9029.71466;Extended;Bachelor;Retired;F;16972;125;17;89;0;5;No
7591.827171;Extended;Bachelor;Employed;M;99359;95;16;19;0;9;No
2255.312942;Basic;College;Employed;M;58289;62;18;92;4;1;No
32613.69038;Premium;Doctor;Employed;F;45173;268;20;57;0;2;No
9445.649461;Extended;Bachelor;Employed;F;93246;78;31;24;0;2;No
6803.596768;Premium;High School or Below;Employed;M;43758;171;16;29;0;1;No
9766.217126;Extended;Bachelor;Employed;M;75651;81;23;60;0;2;No
7294.846132;Basic;Doctor;Unemployed;F;0;67;13;91;0;2;No
5682.515346;Basic;Doctor;Employed;F;36938;70;32;31;0;3;No
6332.941818;Extended;Bachelor;Employed;M;50843;82;12;65;0;3;No
4916.577034;Basic;Bachelor;Employed;F;21907;62;6;47;0;3;No
4798.240889;Basic;Bachelor;Employed;F;77846;119;8;45;0;1;No
10408.96865;Basic;High School or Below;Retired;M;20228;101;3;43;1;2;Yes
9247.464417;Extended;High School or Below;Employed;F;97030;76;14;24;0;2;No
7322.92885;Basic;High School or Below;Employed;M;80864;182;5;30;0;1;No
8275.900104;Premium;College;Employed;F;48197;106;10;61;0;6;No
5635.403677;Basic;Doctor;Employed;M;70837;73;7;19;4;3;No
14970.28509;Extended;High School or Below;Employed;M;85297;93;7;91;0;2;No
9336.336922;Premium;Master;Employed;F;70177;115;12;34;0;8;No
48356.96084;Extended;College;Employed;M;52499;138;0;61;0;2;No
5686.915259;Basic;College;Employed;M;63143;71;31;85;0;3;No
8622.835375;Basic;Bachelor;Employed;M;97361;73;6;85;0;2;Yes
5079.674786;Extended;High School or Below;Employed;M;50052;130;6;50;0;1;No
5623.314472;Basic;Bachelor;Disabled;F;11612;71;20;92;0;5;No
5270.013569;Basic;High School or Below;Employed;F;78115;65;1;12;0;4;No
8621.172176;Basic;Master;Employed;F;81947;71;12;78;0;2;No
7918.334928;Extended;College;Employed;M;44698;211;0;88;4;1;No
21034.01815;Basic;High School or Below;Employed;F;26876;66;12;53;0;2;No
15417.6822;Basic;College;Employed;F;69841;192;0;66;0;7;No
8692.636838;Basic;High School or Below;Employed;F;97768;72;22;14;0;2;No
6503.143913;Basic;High School or Below;Unemployed;M;0;187;6;12;0;1;No
31642.10463;Extended;College;Employed;M;89057;98;17;90;0;2;No
5914.951808;Basic;Bachelor;Employed;F;50217;74;18;2;0;9;No
4645.839058;Basic;College;Unemployed;M;0;71;3;33;0;3;No
6826.797741;Basic;College;Unemployed;M;0;68;13;26;0;2;No
3982.180708;Extended;Doctor;Employed;F;38500;99;26;49;1;1;No
2887.779742;Basic;High School or Below;Employed;F;62018;71;21;0;0;1;No
2252.416825;Basic;College;Unemployed;F;0;65;13;84;0;1;No
8458.531323;Premium;Master;Employed;M;57394;106;8;11;0;3;No
7478.313695;Basic;Bachelor;Employed;M;23530;65;22;34;0;2;No
3788.649817;Extended;High School or Below;Employed;F;48887;95;26;25;0;1;No
5220.685297;Extended;Master;Employed;F;68867;129;19;91;0;1;No
7130.294828;Basic;College;Disabled;F;12062;63;3;42;0;2;No
8513.592687;Basic;College;Employed;M;59230;107;11;56;0;5;No
5660.133806;Basic;Bachelor;Employed;F;59586;72;6;70;0;3;No
4082.170583;Basic;High School or Below;Employed;M;57506;102;24;43;0;1;No
5318.89664;Basic;Bachelor;Employed;F;25134;67;3;0;0;6;Yes
4160.162571;Basic;College;Unemployed;F;0;61;3;58;0;5;No
2237.347771;Basic;College;Unemployed;F;0;61;19;44;0;1;No
3460.12299;Basic;College;Unemployed;M;0;100;15;96;1;1;No
16005.50507;Basic;Bachelor;Employed;M;44901;70;15;56;2;2;No
6986.603722;Extended;Bachelor;Unemployed;F;0;93;21;8;0;3;No
8826.961501;Basic;Bachelor;Employed;F;28463;113;0;45;2;7;No
4726.869327;Extended;Bachelor;Medical Leave;F;13037;124;28;49;0;1;Yes
27443.47482;Extended;High School or Below;Employed;M;82320;99;4;2;1;2;No
7247.313475;Basic;Bachelor;Unemployed;F;0;104;9;58;0;7;No
5137.852105;Basic;College;Employed;F;78460;64;3;93;0;4;No
2739.05724;Extended;College;Unemployed;M;0;92;26;11;4;1;No
5092.793862;Basic;College;Employed;M;46922;64;34;12;0;3;No
5799.826802;Basic;College;Employed;M;60689;74;29;67;0;7;No
5507.063242;Basic;Master;Unemployed;F;0;71;3;38;0;3;No
10484.91535;Extended;College;Employed;F;61108;89;22;93;0;2;Yes
8501.279969;Basic;Bachelor;Employed;M;98003;107;4;46;0;7;No
8426.057283;Basic;High School or Below;Unemployed;F;0;74;30;37;0;2;No
6503.397049;Extended;High School or Below;Disabled;F;22081;84;1;9;0;6;Yes
46805.22306;Extended;High School or Below;Employed;M;83006;235;8;61;1;2;No
4834.710493;Basic;College;Employed;F;38713;66;31;69;4;6;Yes
2575.3237;Basic;College;Medical Leave;F;28700;68;2;65;3;1;No
37111.65952;Basic;Master;Employed;F;61552;115;1;95;0;2;No
4371.190437;Basic;College;Employed;M;56718;113;7;95;1;1;No
16796.33604;Basic;Doctor;Employed;M;66776;71;11;45;0;2;No
7988.506358;Basic;High School or Below;Employed;M;58268;67;12;82;0;2;No
2269.841123;Basic;College;Unemployed;M;0;68;22;43;0;1;No
4991.47197;Basic;Doctor;Medical Leave;M;12608;66;23;72;1;3;No
2921.930882;Basic;Master;Employed;M;63499;73;21;79;0;1;No
7613.193095;Extended;High School or Below;Employed;M;36247;96;35;29;0;7;No
5827.409742;Basic;Master;Employed;F;30228;73;28;44;0;5;No
2600.641181;Basic;College;Unemployed;F;0;74;19;4;0;1;No
8491.465719;Premium;High School or Below;Unemployed;F;0;116;3;97;0;3;No
9778.733613;Extended;Bachelor;Employed;F;99364;121;3;37;0;5;No
22658.53652;Basic;Bachelor;Retired;M;23665;67;19;50;0;2;Yes
10004.02761;Extended;College;Unemployed;F;0;94;7;4;0;2;No
4872.774396;Basic;High School or Below;Employed;M;69247;61;12;64;1;3;No
7444.814633;Extended;College;Employed;F;56047;92;26;29;0;5;No
5761.11121;Basic;College;Employed;M;28919;73;11;76;0;5;No
5366.779081;Basic;Doctor;Unemployed;F;0;70;5;29;0;4;No
6259.477847;Extended;College;Unemployed;F;0;83;8;78;0;4;No
7623.580733;Basic;High School or Below;Employed;M;69900;64;23;68;0;2;No
10963.95723;Premium;High School or Below;Employed;M;55687;276;33;91;0;1;Yes
7427.845088;Extended;Bachelor;Employed;F;78294;92;6;35;0;3;No
4951.656084;Basic;Doctor;Employed;M;46896;62;9;33;1;4;No
4665.129599;Basic;Bachelor;Unemployed;M;0;62;26;62;0;3;No
6021.842473;Premium;High School or Below;Unemployed;F;0;168;11;46;0;1;No
3074.105486;Basic;High School or Below;Unemployed;M;0;104;25;33;3;1;No
4953.086407;Extended;College;Employed;F;21385;127;14;37;0;1;No
7780.489322;Extended;Master;Employed;M;87128;97;26;45;0;3;No
7992.779105;Basic;College;Employed;F;35434;66;19;26;0;2;No
4170.687348;Basic;Master;Employed;F;29462;107;28;23;1;1;Yes
23228.23674;Premium;College;Employed;F;53243;102;26;96;3;2;No
5445.81699;Extended;High School or Below;Employed;M;21006;139;14;9;1;1;No
4558.498445;Basic;College;Unemployed;F;0;65;24;93;0;9;No
5528.212807;Basic;Bachelor;Employed;M;36088;72;16;31;0;9;Yes
10390.66647;Extended;College;Employed;F;28948;131;7;57;0;3;No
7142.54905;Premium;College;Medical Leave;F;24417;185;22;25;0;1;No
5469.542959;Basic;High School or Below;Employed;M;67099;69;11;24;0;6;No
11628.73401;Extended;Bachelor;Employed;F;97830;96;3;61;0;2;No
10189.65429;Premium;College;Unemployed;M;0;101;15;90;0;2;No
2733.431887;Basic;High School or Below;Employed;F;93558;67;19;5;0;1;No
4014.453113;Extended;Doctor;Employed;F;37384;99;9;17;0;1;Yes
7119.531925;Basic;Bachelor;Disabled;M;28227;62;14;24;0;2;No
11772.79068;Basic;High School or Below;Employed;M;51008;74;5;95;0;2;No
2381.790787;Basic;High School or Below;Employed;M;78185;61;23;54;0;1;No
5208.35385;Basic;Bachelor;Unemployed;F;0;74;35;2;0;3;No
5018.727893;Basic;College;Unemployed;M;0;68;34;68;0;4;No
11900.54484;Basic;Bachelor;Employed;F;97205;100;22;40;2;2;No
7399.032079;Basic;College;Unemployed;F;0;101;28;34;0;6;No
5674.381244;Basic;Bachelor;Employed;F;26225;72;18;25;1;7;No
7271.43404;Basic;College;Disabled;M;20545;70;23;86;0;2;No
3164.494011;Extended;Master;Unemployed;F;0;83;20;32;0;1;No
2661.033435;Basic;College;Employed;F;35503;67;14;95;0;1;No
14140.55885;Basic;College;Employed;F;58988;118;3;76;0;2;No
7654.227067;Basic;Bachelor;Unemployed;F;0;74;16;89;1;2;No
2199.73952;Basic;High School or Below;Unemployed;M;0;64;21;5;0;1;No
2004.350666;Basic;College;Unemployed;F;0;66;16;35;4;1;Yes
13111.11319;Basic;College;Employed;M;67197;111;2;9;0;2;No
15762.60349;Premium;High School or Below;Employed;M;39032;198;31;15;0;7;No
13197.92893;Basic;College;Unemployed;F;0;68;19;2;3;2;Yes
2787.539793;Basic;High School or Below;Employed;M;34927;70;5;2;0;1;No
3436.134281;Extended;Doctor;Employed;M;30817;88;25;43;0;1;Yes
2713.36798;Basic;Bachelor;Employed;F;31535;70;27;46;0;1;No
2867.312197;Extended;Bachelor;Retired;F;23376;78;19;18;0;1;Yes
14590.24583;Basic;College;Employed;F;46244;62;8;3;0;2;No
6652.474492;Extended;Bachelor;Employed;M;34886;84;3;40;0;5;No
2444.621056;Basic;High School or Below;Unemployed;M;0;66;27;51;0;1;No
11314.24394;Premium;High School or Below;Employed;F;62935;141;29;27;0;7;No
10972.06778;Extended;Doctor;Employed;M;24164;137;2;40;0;5;Yes
3189.66703;Extended;Bachelor;Unemployed;F;0;87;6;3;0;1;No
19357.37201;Basic;Bachelor;Unemployed;F;0;68;20;66;1;2;No
7227.120364;Basic;Bachelor;Employed;F;40153;61;1;99;0;2;No
7857.303868;Basic;College;Unemployed;F;0;104;12;7;0;3;No
5181.620895;Basic;Master;Employed;F;97131;64;5;80;0;6;Yes
4281.062223;Basic;High School or Below;Employed;F;23712;106;2;12;0;1;No
11513.16291;Basic;Bachelor;Unemployed;F;0;64;26;72;0;2;No
5147.11023;Basic;Bachelor;Employed;F;33171;65;27;17;0;3;No
8663.497618;Extended;College;Unemployed;F;0;83;18;90;1;2;No
2535.321683;Basic;High School or Below;Unemployed;F;0;68;24;73;0;1;No
21504.3388;Basic;College;Employed;M;60228;112;23;28;1;2;No
7349.32849;Extended;High School or Below;Employed;M;27072;93;24;27;0;8;No
8509.850887;Basic;Master;Disabled;M;26057;74;3;63;0;2;Yes
4297.189057;Premium;High School or Below;Employed;F;66331;107;0;74;0;1;No
2778.323903;Basic;Master;Employed;F;66030;69;33;19;1;1;No
5532.863336;Basic;College;Employed;M;59768;71;6;93;1;3;No
17476.64139;Basic;College;Employed;F;45106;73;22;21;0;2;No
10479.89966;Extended;Bachelor;Employed;F;78435;130;11;19;0;4;No
2242.574431;Basic;Bachelor;Unemployed;F;0;63;31;99;1;1;No
2754.45676;Basic;College;Employed;M;79507;70;7;17;3;1;No
8041.20055;Basic;High School or Below;Employed;M;44986;101;14;83;0;3;No
6042.9119;Extended;College;Employed;M;25899;79;10;11;0;8;No
2827.43885;Basic;Bachelor;Medical Leave;M;13610;74;7;64;0;1;No
22041.85643;Basic;Doctor;Unemployed;M;0;65;11;15;0;2;No
2796.802191;Basic;Bachelor;Employed;M;77362;70;14;25;0;1;No
4072.849436;Basic;High School or Below;Employed;M;96443;102;1;17;0;1;No
5182.462266;Extended;Master;Unemployed;M;0;135;2;41;1;1;No
6131.663176;Extended;Doctor;Employed;M;90778;76;31;29;0;7;No
2392.13114;Basic;High School or Below;Unemployed;F;0;65;11;62;0;1;No
3209.663044;Extended;Master;Employed;F;78494;79;6;40;0;1;No
2808.606027;Basic;Doctor;Employed;F;83497;69;28;15;0;1;No
4362.931238;Premium;College;Employed;M;58842;110;6;74;0;1;Yes
6880.468875;Extended;College;Employed;M;63935;87;20;63;0;6;No
3591.066675;Extended;Bachelor;Unemployed;M;0;96;5;35;0;1;No
5201.252168;Basic;High School or Below;Unemployed;M;0;69;1;79;0;4;No
5521.542577;Extended;College;Unemployed;F;0;77;20;89;0;9;No
5071.651522;Basic;Bachelor;Employed;F;62258;65;14;17;0;5;No
2921.681366;Extended;Bachelor;Unemployed;M;0;80;10;81;0;1;No
15806.53397;Extended;Master;Employed;F;58516;98;14;75;0;2;No
4942.630606;Basic;College;Medical Leave;F;23285;65;30;22;0;7;No
4167.419574;Basic;Bachelor;Employed;F;56901;104;29;82;0;1;No
6514.954043;Basic;High School or Below;Unemployed;M;0;61;12;75;1;2;No
9189.518267;Basic;Doctor;Employed;M;99443;117;6;6;4;5;No
8231.223361;Basic;College;Unemployed;F;0;113;4;70;0;4;No
3095.175379;Extended;Master;Employed;M;88246;77;3;27;1;1;No
74228.51604;Extended;High School or Below;Unemployed;M;0;242;1;34;0;2;No
7582.113842;Basic;College;Employed;M;64801;64;23;19;0;2;Yes
16344.60809;Basic;College;Employed;F;57029;68;24;97;0;2;No
11763.15249;Extended;College;Employed;F;28045;99;7;99;0;2;No
4053.373793;Premium;Master;Employed;M;44661;101;2;1;0;1;No
3311.15793;Extended;High School or Below;Employed;F;21246;83;19;51;0;1;No
3528.044252;Extended;Doctor;Employed;M;31278;92;24;95;4;1;Yes
5595.389905;Basic;High School or Below;Employed;F;74454;71;25;29;0;3;Yes
5089.694325;Basic;Master;Employed;M;62474;63;20;63;0;5;No
22337.1631;Extended;High School or Below;Unemployed;M;0;130;9;43;0;2;No
4792.830533;Basic;College;Medical Leave;M;20647;63;17;10;0;7;No
27789.69235;Extended;Bachelor;Employed;F;33806;89;32;59;0;2;Yes
7511.660568;Basic;Bachelor;Unemployed;F;0;70;9;96;0;2;No
18767.55161;Basic;High School or Below;Unemployed;M;0;111;13;55;0;2;No
4987.643113;Extended;College;Disabled;F;19589;127;26;44;0;1;No
5123.196814;Basic;College;Medical Leave;F;22338;67;9;37;1;9;No
5989.773931;Premium;College;Employed;M;66839;154;33;24;0;1;Yes
5185.797582;Basic;Master;Employed;F;99428;64;16;25;1;5;No
5828.1822;Basic;College;Employed;F;31364;74;28;47;0;3;No
13755.54279;Extended;Bachelor;Medical Leave;M;15340;121;12;47;0;2;No
9767.936882;Extended;College;Employed;M;36225;123;7;84;0;8;No
12097.91224;Basic;Doctor;Unemployed;F;0;107;18;79;0;2;No
2265.318569;Basic;High School or Below;Unemployed;M;0;61;5;21;0;1;No
5719.088678;Basic;Bachelor;Employed;F;77601;71;27;48;0;6;No
10171.47779;Extended;Master;Employed;M;74243;84;34;2;0;2;No
10517.15638;Extended;College;Employed;F;46707;133;7;9;0;8;No
4303.471379;Basic;Bachelor;Unemployed;F;0;116;6;63;0;1;No
11926.75329;Premium;College;Employed;M;50234;101;12;1;0;2;No
16531.70376;Premium;Master;Employed;M;75526;103;26;68;1;2;No
13579.29911;Basic;College;Unemployed;F;0;193;30;38;0;7;No
5437.443727;Basic;High School or Below;Employed;M;28343;69;19;88;0;8;No
5103.296644;Basic;Bachelor;Employed;M;74948;64;23;43;0;8;No
4583.100889;Premium;High School or Below;Employed;M;22728;116;28;81;0;1;No
6409.627461;Extended;High School or Below;Unemployed;F;0;99;14;48;2;9;No
8991.98452;Basic;High School or Below;Medical Leave;F;17331;117;13;39;0;6;No
12232.77625;Basic;College;Employed;F;35133;102;2;31;0;2;No
5126.038871;Basic;College;Employed;F;63147;64;1;91;0;4;No
11014.1636;Extended;College;Employed;F;67575;91;27;85;0;2;No
3819.619502;Premium;High School or Below;Unemployed;M;0;111;29;76;0;1;No
8404.395122;Basic;High School or Below;Employed;F;48315;71;34;56;0;2;No
9035.671134;Premium;High School or Below;Employed;F;34337;113;20;44;0;9;Yes
5453.707634;Basic;High School or Below;Employed;M;33818;72;6;34;4;3;No
3766.366587;Extended;High School or Below;Medical Leave;F;22439;98;30;63;0;1;No
7283.934392;Basic;College;Employed;F;79055;186;32;24;1;1;No
2745.249838;Basic;College;Employed;F;45191;69;18;34;0;1;No
2626.279436;Basic;Bachelor;Employed;M;41990;66;23;19;0;1;No
2456.816647;Basic;Master;Employed;F;50979;61;25;45;1;1;No
8453.677668;Premium;College;Employed;F;59888;106;6;14;0;3;No
3508.569533;Extended;College;Medical Leave;M;20978;98;19;96;1;1;Yes
2877.354255;Basic;High School or Below;Employed;M;32807;73;10;10;0;1;No
7840.165778;Extended;College;Employed;M;58414;210;7;24;2;1;Yes
2771.045031;Basic;College;Employed;F;50071;71;3;32;0;1;Yes
5339.488286;Basic;High School or Below;Employed;F;67796;69;7;24;4;8;No
6837.536476;Premium;Bachelor;Employed;F;90750;170;30;47;0;1;No
13024.13012;Extended;Master;Unemployed;M;0;125;6;61;0;2;Yes
5659.238384;Basic;Bachelor;Employed;M;69387;71;16;37;0;3;No
5532.462342;Basic;Doctor;Employed;M;29084;71;14;59;1;3;No
7943.513275;Basic;Bachelor;Employed;M;60214;100;8;16;1;4;No
9774.605777;Extended;High School or Below;Employed;M;96018;122;8;60;0;3;No
13596.19972;Basic;High School or Below;Employed;M;20128;70;28;10;2;2;No
23208.39416;Premium;High School or Below;Employed;F;60233;116;29;63;0;2;No
7325.892726;Extended;Bachelor;Employed;M;52920;93;18;95;0;3;No
4170.340729;Basic;Bachelor;Employed;M;90310;104;9;39;0;1;No
7840.165778;Extended;College;Employed;M;58414;210;7;24;2;1;Yes
17786.2778;Basic;College;Employed;F;99790;64;24;8;0;2;No
19378.9078;Basic;High School or Below;Disabled;M;21159;73;35;14;0;2;No
2638.140052;Basic;Bachelor;Employed;F;79699;65;24;12;0;1;No
9148.877887;Basic;Bachelor;Employed;F;68236;114;2;75;0;6;No
13770.97618;Premium;High School or Below;Employed;F;59207;116;23;21;0;2;Yes
10515.96779;Extended;High School or Below;Employed;M;21499;135;34;28;1;3;No
5821.684337;Premium;High School or Below;Employed;M;77563;143;35;58;0;1;No
3095.803437;Extended;College;Employed;F;33415;78;15;44;0;1;No
10598.54249;Extended;Bachelor;Employed;F;20179;133;29;0;1;5;No
7695.122957;Basic;Bachelor;Employed;M;50147;101;4;37;0;3;No
6819.23119;Extended;Doctor;Employed;F;22492;85;34;88;0;7;No
8689.822524;Extended;Master;Unemployed;M;0;99;25;57;5;2;No
8131.779152;Basic;High School or Below;Employed;F;93715;102;9;43;2;4;No
3815.321577;Premium;High School or Below;Disabled;M;23540;103;30;23;2;1;No
11638.89947;Basic;College;Medical Leave;F;25370;102;10;77;0;2;Yes
22800.53543;Extended;Bachelor;Employed;F;68771;96;10;70;0;2;No
4462.997006;Basic;Bachelor;Unemployed;F;0;73;35;52;3;5;Yes
13151.83203;Basic;College;Employed;F;68562;108;29;52;0;2;No
14019.97546;Basic;High School or Below;Employed;M;36733;71;21;28;0;2;No
2931.155192;Basic;College;Employed;F;45768;73;33;27;0;1;No
4774.751709;Basic;Bachelor;Unemployed;F;0;64;34;47;0;7;No
8471.417471;Basic;Master;Employed;M;63513;70;13;76;0;2;No
5431.219117;Basic;College;Employed;F;58161;68;19;19;0;5;No
5689.644114;Basic;College;Employed;F;83640;70;20;13;0;4;No
3686.723847;Extended;Master;Unemployed;F;0;96;2;88;0;1;No
3992.583886;Basic;Bachelor;Unemployed;M;0;111;35;68;0;1;No
3479.137523;Premium;High School or Below;Unemployed;M;0;104;13;29;0;1;No
2502.637401;Basic;Master;Unemployed;M;0;66;8;11;0;1;No
3265.156348;Extended;Bachelor;Employed;F;25820;82;10;69;0;1;Yes
4455.843406;Extended;High School or Below;Unemployed;F;0;121;16;64;0;1;No
7704.95848;Basic;High School or Below;Employed;M;30366;101;25;13;2;3;No
2750.705045;Basic;College;Employed;M;51789;70;8;34;0;1;No
13024.13012;Extended;Master;Unemployed;M;0;125;6;61;0;2;Yes
2538.62632;Basic;Bachelor;Retired;M;18608;71;13;24;0;1;Yes
2585.955652;Basic;College;Employed;F;83758;64;27;34;0;1;No
5096.673223;Basic;Master;Disabled;F;22886;65;9;81;0;3;Yes
10083.48688;Extended;High School or Below;Retired;F;11828;90;18;84;0;2;Yes
4943.386117;Basic;College;Employed;F;44762;62;14;11;0;6;No
6516.214888;Premium;Bachelor;Unemployed;F;0;175;12;60;0;1;No
8838.085637;Basic;Bachelor;Employed;M;82664;114;24;10;3;9;Yes
3810.238281;Premium;High School or Below;Unemployed;M;0;108;7;57;0;1;No
