Id;age;years_of_experience;lesson_price;qualification;physics;chemistry;biology;english;geography;history;mean_exam_points
2471;44.0;4.0;2500.0;3.0;No;No;No;No;No;No;88.0
2472;33.0;0.0;1350.0;1.0;No;No;No;No;No;No;67.0
2473;50.0;3.0;1000.0;1.0;No;No;No;Yes;No;No;66.0
2474;41.0;3.0;1150.0;1.0;No;No;No;No;No;No;58.0
2475;56.0;0.0;1500.0;2.0;Yes;Yes;No;No;No;No;66.0
2476;50.0;5.0;3200.0;3.0;No;No;No;No;No;No;84.0
2477;35.0;3.0;2350.0;2.0;No;No;No;No;No;No;69.0
2478;52.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;85.0
2479;43.0;3.0;1650.0;2.0;No;No;No;No;No;No;52.0
2480;44.0;1.0;2300.0;3.0;Yes;No;No;No;No;No;90.0
2481;46.0;4.0;1250.0;1.0;No;No;No;No;No;No;48.0
2482;54.0;2.0;1900.0;2.0;No;No;No;No;No;No;59.0
2483;51.0;5.0;2650.0;3.0;Yes;No;No;Yes;No;No;92.0
2484;56.0;0.0;1450.0;1.0;No;No;No;No;No;No;58.0
2485;54.0;4.0;2800.0;3.0;Yes;No;No;No;No;No;92.0
2486;47.0;1.0;2050.0;3.0;No;No;No;No;No;No;79.0
2487;53.0;4.0;1300.0;1.0;No;No;No;No;No;No;55.0
2488;54.0;3.0;1550.0;1.0;No;No;No;No;No;No;64.0
2489;27.0;0.0;1450.0;1.0;No;No;No;No;No;No;53.0
2490;31.0;4.0;1300.0;1.0;No;No;No;No;No;No;50.0
2491;52.0;1.0;1400.0;1.0;Yes;No;No;No;No;No;69.0
2492;39.0;2.0;1400.0;1.0;No;No;No;No;No;No;60.0
2493;41.0;1.0;2350.0;2.0;No;No;No;No;No;No;68.0
2494;29.0;1.0;1500.0;2.0;Yes;No;No;No;No;No;62.0
2495;38.0;0.0;1450.0;1.0;No;No;No;No;No;No;54.0
2496;52.0;0.0;2200.0;3.0;No;No;No;No;No;No;79.0
2497;52.0;2.0;2200.0;2.0;No;No;No;No;No;No;67.0
2498;54.0;5.0;1700.0;1.0;No;No;No;No;No;No;48.0
2499;45.0;2.0;1350.0;1.0;No;No;No;No;No;No;61.0
2500;46.0;3.0;700.0;1.0;No;No;No;No;No;No;53.0
2501;46.0;2.0;2250.0;3.0;No;Yes;No;No;No;No;81.0
2502;45.0;4.0;850.0;1.0;Yes;No;No;No;No;No;53.0
2503;43.0;2.0;1450.0;2.0;No;No;No;No;No;No;58.0
2504;61.0;1.0;1550.0;1.0;Yes;No;No;No;No;No;45.0
2505;36.0;1.0;1250.0;1.0;No;No;No;No;No;No;45.0
2506;46.0;4.0;3000.0;3.0;No;No;No;No;No;No;86.0
2507;33.0;4.0;1450.0;1.0;Yes;Yes;No;No;No;No;43.0
2508;55.0;0.0;1450.0;2.0;No;No;No;Yes;No;No;59.0
2509;49.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;75.0
2510;34.0;3.0;1950.0;2.0;No;No;No;No;No;No;55.0
2511;53.0;0.0;2200.0;2.0;No;No;No;No;No;No;74.0
2512;38.0;0.0;2250.0;3.0;No;Yes;Yes;No;No;No;77.0
2513;52.0;0.0;1200.0;1.0;No;No;No;No;No;No;58.0
2514;36.0;3.0;1800.0;3.0;No;No;No;No;No;No;83.0
2515;52.0;4.0;1000.0;1.0;No;No;Yes;No;No;No;45.0
2516;48.0;2.0;2300.0;2.0;Yes;No;No;No;No;No;87.0
2517;42.0;1.0;1800.0;2.0;No;No;No;No;No;No;68.0
2518;48.0;2.0;1200.0;1.0;No;No;No;No;No;No;53.0
2519;45.0;5.0;2050.0;2.0;Yes;No;No;No;No;No;71.0
2520;38.0;8.0;1050.0;2.0;No;Yes;No;No;No;No;64.0
2521;57.0;2.0;2200.0;3.0;No;No;No;No;No;No;70.0
2522;36.0;2.0;1300.0;1.0;No;Yes;No;No;No;No;53.0
2523;59.0;6.0;2700.0;3.0;Yes;No;No;No;No;No;84.0
2524;44.0;2.0;1850.0;2.0;No;No;No;No;No;No;63.0
2525;35.0;0.0;2250.0;3.0;No;No;Yes;No;No;No;78.0
2526;48.0;3.0;1250.0;1.0;No;Yes;No;No;No;No;56.0
2527;46.0;0.0;1500.0;2.0;No;Yes;No;No;No;No;61.0
2528;43.0;4.0;1050.0;1.0;Yes;No;No;No;No;No;58.0
2529;42.0;2.0;1700.0;2.0;No;No;No;No;No;No;70.0
2530;50.0;0.0;1150.0;1.0;No;No;No;No;No;No;50.0
2531;59.0;1.0;1250.0;1.0;No;Yes;No;No;No;No;52.0
2532;48.0;0.0;1200.0;1.0;No;No;No;No;No;Yes;54.0
2533;50.0;1.0;1150.0;1.0;No;No;No;No;No;No;53.0
2534;37.0;4.0;1950.0;2.0;Yes;No;No;No;No;No;70.0
2535;59.0;6.0;2400.0;3.0;No;Yes;No;No;No;No;91.0
2536;45.0;1.0;1500.0;1.0;Yes;No;No;No;No;No;45.0
2537;51.0;5.0;3050.0;3.0;Yes;No;No;No;No;No;94.0
2538;51.0;1.0;1650.0;1.0;No;No;No;No;No;No;41.0
2539;45.0;1.0;1650.0;2.0;No;No;No;No;No;No;69.0
2540;40.0;2.0;2150.0;2.0;No;No;No;No;No;No;82.0
2541;34.0;2.0;2500.0;2.0;No;Yes;No;No;No;No;73.0
2542;25.0;3.0;1450.0;2.0;No;Yes;No;No;No;No;59.0
2543;37.0;4.0;2250.0;3.0;No;No;No;No;No;No;82.0
2544;40.0;1.0;1400.0;1.0;No;Yes;No;No;No;No;52.0
2545;46.0;0.0;1550.0;1.0;Yes;No;No;No;No;No;43.0
2546;62.0;5.0;1900.0;2.0;No;No;No;No;No;No;66.0
2547;40.0;3.0;1600.0;2.0;No;No;No;No;No;No;64.0
2548;43.0;0.0;1400.0;1.0;No;No;No;No;No;No;63.0
2549;40.0;2.0;1600.0;1.0;No;No;No;No;No;No;55.0
2550;35.0;3.0;1900.0;3.0;No;No;Yes;No;No;No;84.0
2551;57.0;6.0;2600.0;3.0;Yes;No;No;No;No;No;91.0
2552;42.0;4.0;1650.0;2.0;Yes;No;No;No;No;No;72.0
2553;48.0;4.0;3050.0;3.0;No;No;No;No;No;No;87.0
2554;56.0;1.0;1500.0;2.0;Yes;No;No;No;No;No;57.0
2555;28.0;1.0;2750.0;3.0;Yes;No;No;No;No;No;89.0
2556;44.0;0.0;1400.0;1.0;No;No;No;No;No;No;54.0
2557;54.0;5.0;2550.0;4.0;Yes;No;No;No;No;No;88.0
2558;46.0;4.0;1800.0;3.0;Yes;No;No;No;No;No;80.0
2559;43.0;2.0;1100.0;1.0;Yes;No;No;No;No;No;69.0
2560;43.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;84.0
2561;50.0;0.0;1450.0;2.0;No;No;No;No;No;No;59.0
2562;46.0;3.0;2150.0;2.0;No;No;No;No;No;No;61.0
2563;55.0;0.0;1150.0;1.0;No;Yes;Yes;No;No;No;56.0
2564;50.0;2.0;1750.0;1.0;No;No;No;No;No;No;68.0
2565;48.0;3.0;2300.0;2.0;No;No;No;No;No;No;69.0
2566;63.0;3.0;1700.0;1.0;No;Yes;No;No;No;No;57.0
2567;50.0;3.0;1200.0;1.0;No;Yes;No;No;No;No;63.0
2568;43.0;2.0;1450.0;2.0;No;No;No;No;No;No;58.0
2569;40.0;1.0;2050.0;2.0;No;No;No;No;No;No;73.0
2570;36.0;3.0;1350.0;1.0;No;No;No;No;No;No;43.0
2571;49.0;2.0;1800.0;2.0;No;No;No;No;No;No;63.0
2572;52.0;0.0;1250.0;1.0;No;Yes;Yes;No;No;No;49.0
2573;40.0;0.0;1150.0;1.0;Yes;No;No;No;No;No;62.0
2574;49.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;68.0
2575;67.0;6.0;1950.0;2.0;Yes;No;Yes;No;No;No;70.0
2576;47.0;2.0;2150.0;2.0;Yes;No;No;No;No;No;75.0
2577;46.0;0.0;1700.0;2.0;No;No;No;No;No;No;62.0
2578;50.0;1.0;1700.0;2.0;No;No;No;No;No;No;67.0
2579;57.0;1.0;1250.0;1.0;Yes;No;No;No;No;No;68.0
2580;36.0;4.0;2450.0;2.0;No;No;No;No;No;No;74.0
2581;45.0;3.0;1050.0;1.0;Yes;No;No;Yes;No;No;56.0
2582;36.0;3.0;2750.0;3.0;Yes;No;No;No;No;No;95.0
2583;61.0;2.0;1350.0;1.0;Yes;No;No;No;No;No;66.0
2584;45.0;0.0;1400.0;1.0;No;No;No;No;No;No;55.0
2585;35.0;1.0;1700.0;2.0;No;Yes;No;No;No;No;66.0
2586;42.0;1.0;1450.0;1.0;No;No;No;No;No;No;61.0
2587;54.0;0.0;1550.0;1.0;No;Yes;No;No;No;No;40.0
2588;55.0;2.0;1300.0;1.0;Yes;No;No;No;No;No;50.0
2589;49.0;1.0;1550.0;1.0;Yes;No;No;No;No;No;70.0
2590;52.0;3.0;1750.0;2.0;Yes;No;No;No;No;No;75.0
2591;34.0;4.0;2650.0;2.0;Yes;No;No;No;No;No;78.0
2592;23.0;1.0;1200.0;1.0;Yes;No;No;No;No;No;55.0
2593;44.0;4.0;3000.0;3.0;No;No;No;No;No;No;79.0
2594;44.0;3.0;1600.0;1.0;No;No;No;No;No;Yes;37.0
2595;44.0;2.0;1300.0;2.0;No;No;No;No;No;No;51.0
2596;48.0;2.0;1400.0;1.0;Yes;No;No;No;No;No;39.0
2597;29.0;0.0;1200.0;1.0;No;No;No;No;No;No;58.0
2598;48.0;2.0;1050.0;1.0;No;No;Yes;No;No;No;56.0
2599;48.0;0.0;1200.0;1.0;Yes;Yes;No;Yes;No;No;58.0
2600;61.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;50.0
2601;48.0;3.0;2250.0;2.0;No;No;No;No;No;No;68.0
2602;40.0;3.0;1250.0;1.0;Yes;No;No;No;Yes;No;67.0
2603;33.0;4.0;1200.0;1.0;Yes;No;No;No;No;No;66.0
2604;37.0;0.0;2150.0;2.0;Yes;No;No;No;No;No;76.0
2605;39.0;1.0;1750.0;2.0;No;No;No;Yes;No;No;64.0
2606;40.0;2.0;1550.0;2.0;No;No;No;No;No;No;54.0
2607;41.0;0.0;1350.0;1.0;No;No;No;No;No;No;62.0
2608;46.0;4.0;950.0;1.0;Yes;Yes;No;No;No;No;60.0
2609;59.0;2.0;1400.0;1.0;No;No;No;No;No;No;58.0
2610;46.0;2.0;1350.0;1.0;No;No;No;No;No;No;59.0
2611;49.0;4.0;3400.0;3.0;No;No;No;No;Yes;No;84.0
2612;43.0;0.0;1450.0;2.0;No;No;No;No;No;No;57.0
2613;52.0;3.0;1250.0;1.0;No;No;No;No;No;No;55.0
2614;56.0;0.0;1150.0;1.0;No;No;No;No;No;No;54.0
2615;50.0;1.0;2200.0;2.0;Yes;No;No;No;No;No;72.0
2616;42.0;1.0;2250.0;2.0;No;No;No;No;No;No;76.0
2617;41.0;3.0;2450.0;3.0;No;Yes;No;No;No;No;81.0
2618;44.0;2.0;2250.0;3.0;No;No;No;Yes;Yes;No;78.0
2619;46.0;0.0;1450.0;2.0;No;No;No;No;No;No;54.0
2620;51.0;0.0;1150.0;1.0;No;No;No;No;No;No;50.0
2621;50.0;4.0;1600.0;1.0;No;No;Yes;No;No;No;51.0
2622;43.0;2.0;1550.0;1.0;No;No;No;No;No;No;39.0
2623;56.0;0.0;1450.0;1.0;Yes;No;No;No;No;No;65.0
2624;30.0;1.0;2050.0;2.0;Yes;No;No;No;No;No;79.0
2625;48.0;1.0;1850.0;3.0;No;No;No;No;No;No;68.0
2626;36.0;3.0;1500.0;1.0;Yes;No;No;No;No;No;42.0
2627;42.0;4.0;2300.0;2.0;No;Yes;No;No;No;No;71.0
2628;35.0;0.0;1300.0;1.0;No;No;No;No;No;No;65.0
2629;36.0;0.0;1550.0;1.0;No;No;No;No;No;No;40.0
2630;44.0;5.0;1750.0;1.0;No;Yes;No;No;No;No;67.0
2631;52.0;0.0;1500.0;2.0;Yes;No;No;No;No;No;61.0
2632;54.0;1.0;1800.0;2.0;Yes;No;No;No;No;No;67.0
2633;45.0;0.0;1250.0;1.0;No;Yes;No;Yes;No;No;51.0
2634;53.0;1.0;1300.0;1.0;Yes;No;No;No;No;No;59.0
2635;23.0;6.0;1350.0;1.0;No;No;No;No;No;No;62.0
2636;40.0;4.0;1450.0;2.0;Yes;Yes;No;No;No;No;74.0
2637;59.0;6.0;1300.0;1.0;Yes;No;No;No;No;No;57.0
2638;58.0;1.0;1400.0;1.0;Yes;No;No;No;No;No;62.0
2639;36.0;2.0;2750.0;3.0;No;No;No;No;No;No;88.0
2640;43.0;1.0;2300.0;2.0;No;No;No;No;No;No;63.0
2641;54.0;3.0;2100.0;2.0;No;No;No;No;No;No;70.0
2642;63.0;5.0;1450.0;1.0;No;No;No;No;No;No;67.0
2643;54.0;0.0;1700.0;2.0;No;No;No;No;No;No;59.0
2644;46.0;4.0;1550.0;2.0;Yes;No;No;No;No;No;72.0
2645;51.0;0.0;1500.0;2.0;Yes;Yes;No;No;No;No;65.0
2646;59.0;1.0;1250.0;1.0;Yes;No;No;No;No;No;59.0
2647;38.0;1.0;1300.0;1.0;Yes;No;No;No;No;No;64.0
2648;48.0;0.0;1450.0;2.0;No;No;No;No;No;No;58.0
2649;45.0;1.0;1150.0;1.0;No;No;No;No;No;No;45.0
2650;48.0;3.0;1100.0;1.0;No;No;No;No;No;No;57.0
2651;42.0;1.0;1300.0;1.0;No;No;No;No;No;No;53.0
2652;40.0;0.0;1400.0;1.0;No;Yes;No;No;No;No;62.0
2653;50.0;2.0;1300.0;1.0;Yes;No;No;No;No;No;73.0
2654;43.0;1.0;2250.0;2.0;No;No;No;No;No;No;63.0
2655;55.0;2.0;1350.0;1.0;Yes;No;Yes;No;No;No;61.0
2656;39.0;2.0;1650.0;1.0;No;No;No;No;No;No;60.0
2657;52.0;0.0;1550.0;1.0;No;No;No;No;No;Yes;39.0
2658;33.0;2.0;1700.0;2.0;No;No;No;No;No;No;66.0
2659;43.0;3.0;1550.0;1.0;Yes;Yes;No;No;No;No;39.0
2660;55.0;4.0;1650.0;2.0;Yes;No;No;No;No;No;66.0
2661;34.0;3.0;2750.0;3.0;No;No;No;No;No;No;81.0
2662;48.0;0.0;1450.0;2.0;No;No;No;No;No;No;50.0
2663;44.0;4.0;2650.0;4.0;No;No;No;No;No;No;84.0
2664;44.0;0.0;2200.0;2.0;No;No;No;No;No;No;68.0
2665;51.0;5.0;2700.0;3.0;Yes;No;No;No;No;No;92.0
2666;39.0;1.0;2300.0;3.0;Yes;No;No;No;No;No;85.0
2667;34.0;0.0;1450.0;3.0;Yes;No;No;No;No;No;58.0
2668;48.0;6.0;1800.0;1.0;No;No;Yes;No;No;No;56.0
2669;46.0;3.0;2150.0;2.0;No;No;No;No;No;No;70.0
2670;52.0;3.0;1150.0;1.0;No;No;No;No;No;No;56.0
2671;46.0;2.0;1200.0;1.0;Yes;No;Yes;No;No;No;61.0
2672;43.0;1.0;1300.0;1.0;Yes;Yes;No;No;No;No;77.0
2673;37.0;2.0;1150.0;2.0;No;No;No;No;No;No;56.0
2674;56.0;1.0;1150.0;1.0;No;No;No;No;No;No;59.0
2675;50.0;5.0;2250.0;3.0;Yes;No;No;No;No;No;93.0
2676;35.0;3.0;1150.0;1.0;No;No;No;No;No;No;57.0
2677;53.0;1.0;1500.0;2.0;Yes;No;No;No;No;No;57.0
2678;32.0;2.0;1400.0;1.0;No;No;No;No;No;No;55.0
2679;36.0;3.0;2700.0;3.0;Yes;No;No;No;No;No;89.0
2680;53.0;0.0;1300.0;1.0;No;No;No;No;No;No;63.0
2681;36.0;0.0;1450.0;1.0;No;No;No;No;No;No;53.0
2682;52.0;2.0;1350.0;1.0;No;No;No;No;No;No;59.0
2683;46.0;4.0;2350.0;3.0;No;No;No;No;No;No;85.0
2684;47.0;5.0;1950.0;2.0;No;No;No;No;No;No;68.0
2685;51.0;5.0;2400.0;3.0;No;No;Yes;No;No;No;80.0
2686;43.0;4.0;1750.0;1.0;Yes;No;No;No;No;No;50.0
2687;41.0;3.0;1550.0;1.0;Yes;No;No;No;No;No;44.0
2688;54.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;90.0
2689;40.0;3.0;3450.0;3.0;No;Yes;No;No;No;No;86.0
2690;40.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;60.0
2691;57.0;3.0;2250.0;2.0;Yes;No;Yes;No;No;No;79.0
2692;46.0;1.0;1550.0;1.0;No;No;Yes;No;No;No;35.0
2693;58.0;0.0;1350.0;2.0;No;No;No;No;No;No;60.0
2694;46.0;1.0;1500.0;1.0;No;No;No;No;No;No;63.0
2695;48.0;3.0;1800.0;2.0;Yes;No;No;No;No;No;75.0
2696;34.0;2.0;2700.0;2.0;Yes;No;No;No;No;No;87.0
2697;37.0;0.0;2250.0;3.0;Yes;No;Yes;No;No;No;86.0
2698;61.0;1.0;1200.0;1.0;No;No;No;No;No;No;54.0
2699;68.0;1.0;1650.0;2.0;No;No;No;No;No;No;59.0
2700;45.0;4.0;3300.0;3.0;No;No;No;No;No;No;88.0
2701;47.0;1.0;1500.0;1.0;No;No;No;No;No;No;62.0
2702;49.0;3.0;1600.0;2.0;Yes;No;No;No;No;No;58.0
2703;52.0;0.0;1250.0;1.0;Yes;No;No;No;No;No;56.0
2704;32.0;4.0;1700.0;1.0;No;No;No;No;No;No;45.0
2705;56.0;3.0;1200.0;2.0;No;No;No;No;No;Yes;53.0
2706;48.0;4.0;2650.0;3.0;No;No;No;No;No;No;89.0
2707;58.0;1.0;2100.0;3.0;No;Yes;No;No;No;No;87.0
2708;35.0;0.0;1350.0;1.0;No;No;No;No;No;No;62.0
2709;41.0;4.0;1450.0;1.0;Yes;Yes;No;No;No;No;73.0
2710;53.0;2.0;1850.0;2.0;Yes;No;No;No;No;No;60.0
2711;39.0;2.0;1300.0;3.0;No;No;No;No;No;No;36.0
2712;50.0;2.0;1100.0;1.0;No;Yes;No;No;No;No;58.0
2713;51.0;1.0;2050.0;2.0;Yes;No;No;No;No;No;73.0
2714;37.0;3.0;850.0;1.0;Yes;Yes;Yes;No;No;No;74.0
2715;42.0;4.0;2500.0;3.0;Yes;No;No;No;No;No;86.0
2716;50.0;0.0;1500.0;1.0;No;Yes;No;No;No;No;37.0
2717;49.0;0.0;1450.0;1.0;No;No;No;No;No;No;64.0
2718;52.0;0.0;1450.0;1.0;Yes;No;No;No;Yes;No;65.0
2719;52.0;0.0;2200.0;3.0;Yes;No;Yes;No;No;No;89.0
2720;55.0;2.0;1350.0;2.0;No;No;No;No;No;No;51.0
2721;37.0;2.0;1500.0;1.0;No;No;No;No;No;No;42.0
2722;45.0;0.0;1750.0;2.0;No;No;No;No;No;No;63.0
2723;52.0;2.0;2150.0;3.0;No;No;Yes;No;No;No;79.0
2724;38.0;4.0;1550.0;1.0;Yes;Yes;No;No;No;No;59.0
2725;36.0;0.0;2200.0;3.0;No;Yes;No;No;No;No;79.0
2726;41.0;1.0;2300.0;3.0;Yes;No;No;No;No;No;80.0
2727;54.0;1.0;2200.0;2.0;No;No;No;No;No;No;68.0
2728;41.0;3.0;1150.0;1.0;Yes;No;Yes;No;Yes;No;66.0
2729;50.0;0.0;1400.0;1.0;No;No;Yes;No;Yes;No;62.0
2730;45.0;2.0;1150.0;1.0;No;No;No;No;No;No;45.0
2731;40.0;4.0;2050.0;2.0;No;No;No;No;No;No;69.0
2732;60.0;3.0;1550.0;1.0;Yes;Yes;No;No;No;No;66.0
2733;48.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;71.0
2734;47.0;5.0;2200.0;1.0;Yes;No;No;No;No;No;45.0
2735;45.0;4.0;2700.0;3.0;No;Yes;No;No;No;No;81.0
2736;32.0;2.0;1500.0;2.0;No;No;No;No;No;No;54.0
2737;43.0;0.0;1200.0;2.0;No;No;Yes;No;No;No;51.0
2738;41.0;1.0;1450.0;1.0;No;No;No;No;No;No;45.0
2739;37.0;0.0;1500.0;1.0;No;No;No;No;No;No;38.0
2740;54.0;6.0;2600.0;3.0;No;No;No;No;No;No;85.0
2741;34.0;3.0;1300.0;1.0;No;Yes;No;No;No;No;59.0
2742;46.0;4.0;2000.0;3.0;No;No;No;No;No;No;84.0
2743;49.0;4.0;1350.0;2.0;Yes;Yes;No;No;No;No;76.0
2744;57.0;3.0;1050.0;1.0;No;No;No;No;No;No;45.0
2745;44.0;2.0;1350.0;1.0;No;No;No;No;No;No;39.0
2746;43.0;2.0;1650.0;2.0;No;No;No;No;No;No;54.0
2747;62.0;0.0;1700.0;2.0;No;No;No;No;No;No;64.0
2748;56.0;3.0;1450.0;1.0;No;No;No;No;No;No;56.0
2749;49.0;0.0;1750.0;2.0;Yes;No;No;No;No;No;68.0
2750;65.0;0.0;1300.0;1.0;No;No;No;No;No;No;68.0
2751;39.0;3.0;2950.0;3.0;No;Yes;No;No;No;No;92.0
2752;43.0;0.0;1700.0;2.0;Yes;No;No;No;No;No;71.0
2753;36.0;2.0;1600.0;2.0;Yes;No;No;No;No;No;74.0
2754;41.0;3.0;2300.0;2.0;Yes;No;Yes;No;No;No;76.0
2755;50.0;2.0;1100.0;1.0;Yes;No;No;No;No;No;72.0
2756;62.0;1.0;1050.0;2.0;Yes;No;No;No;No;No;56.0
2757;49.0;4.0;1500.0;2.0;No;No;No;Yes;No;No;57.0
2758;45.0;2.0;1500.0;1.0;No;No;No;Yes;Yes;No;56.0
2759;42.0;0.0;1200.0;1.0;Yes;Yes;No;No;No;No;60.0
2760;39.0;0.0;1400.0;1.0;No;No;No;No;No;No;65.0
2761;50.0;2.0;1350.0;1.0;No;No;No;No;No;Yes;56.0
2762;42.0;0.0;2200.0;3.0;Yes;No;No;No;No;No;88.0
2763;41.0;4.0;1200.0;1.0;Yes;No;No;Yes;No;No;62.0
2764;34.0;3.0;2750.0;3.0;No;No;No;No;No;No;87.0
2765;47.0;5.0;2700.0;3.0;No;No;No;Yes;No;No;82.0
2766;40.0;4.0;1550.0;1.0;Yes;No;No;No;No;No;56.0
2767;47.0;3.0;1100.0;1.0;No;No;No;No;No;No;40.0
2768;29.0;1.0;1500.0;2.0;No;No;No;No;No;No;52.0
2769;46.0;4.0;2800.0;3.0;Yes;No;No;No;No;No;91.0
2770;41.0;2.0;1350.0;1.0;No;No;No;No;No;No;60.0
2771;45.0;4.0;950.0;1.0;No;No;No;No;No;No;57.0
2772;52.0;1.0;1200.0;1.0;No;No;No;No;No;No;53.0
2773;36.0;3.0;2500.0;2.0;No;No;No;No;No;No;71.0
2774;44.0;0.0;1450.0;1.0;No;No;No;No;No;No;57.0
2775;44.0;0.0;2200.0;2.0;Yes;No;No;No;No;No;69.0
2776;40.0;1.0;1450.0;1.0;Yes;No;No;No;No;No;69.0
2777;41.0;0.0;2250.0;3.0;Yes;No;No;No;No;No;85.0
2778;42.0;0.0;2250.0;3.0;No;No;No;No;No;No;76.0
2779;57.0;1.0;1300.0;2.0;No;No;No;No;No;No;50.0
2780;64.0;1.0;2150.0;2.0;No;No;Yes;No;No;Yes;80.0
2781;51.0;1.0;1400.0;1.0;Yes;No;No;No;No;No;64.0
2782;42.0;0.0;1300.0;1.0;No;No;No;Yes;No;No;69.0
2783;42.0;2.0;1200.0;1.0;No;No;No;No;No;No;58.0
2784;60.0;6.0;2600.0;3.0;No;No;No;No;No;No;81.0
2785;60.0;0.0;1500.0;1.0;Yes;No;Yes;No;No;No;44.0
2786;62.0;0.0;1450.0;2.0;Yes;No;No;No;No;No;58.0
2787;60.0;0.0;1750.0;2.0;No;No;Yes;No;No;No;64.0
2788;55.0;7.0;2400.0;3.0;No;No;No;No;No;No;79.0
2789;57.0;3.0;1000.0;1.0;No;No;No;Yes;No;No;57.0
2790;31.0;1.0;1250.0;1.0;Yes;No;No;No;No;No;69.0
2791;29.0;1.0;1500.0;2.0;Yes;No;No;No;No;No;57.0
2792;65.0;0.0;1750.0;2.0;Yes;No;Yes;No;No;No;72.0
2793;50.0;2.0;1750.0;2.0;No;No;No;No;No;No;57.0
2794;54.0;0.0;1250.0;1.0;No;Yes;No;Yes;Yes;No;52.0
2795;43.0;1.0;2300.0;2.0;No;No;No;No;No;No;71.0
2796;45.0;3.0;1750.0;1.0;No;No;No;No;No;No;56.0
2797;61.0;1.0;2100.0;2.0;No;No;No;No;No;No;71.0
2798;50.0;6.0;1800.0;3.0;Yes;No;No;No;No;No;90.0
2799;38.0;0.0;1300.0;1.0;No;Yes;No;No;No;No;66.0
2800;57.0;0.0;1300.0;1.0;No;No;No;No;No;Yes;66.0
2801;50.0;4.0;3050.0;3.0;No;No;Yes;No;No;No;81.0
2802;47.0;3.0;900.0;1.0;Yes;No;No;No;No;No;64.0
2803;52.0;1.0;1200.0;1.0;No;No;No;No;No;No;54.0
2804;42.0;2.0;2350.0;2.0;Yes;No;No;No;No;No;76.0
2805;31.0;4.0;2350.0;2.0;Yes;No;No;No;No;No;71.0
2806;48.0;1.0;1400.0;1.0;Yes;Yes;No;No;No;No;68.0
2807;44.0;1.0;1250.0;1.0;No;No;No;No;No;No;49.0
2808;50.0;0.0;1700.0;2.0;No;No;Yes;No;No;No;67.0
2809;46.0;5.0;1500.0;2.0;No;No;Yes;No;No;No;67.0
2810;47.0;2.0;1500.0;1.0;No;No;No;No;No;No;65.0
2811;47.0;0.0;1500.0;2.0;No;Yes;No;No;No;No;55.0
2812;37.0;0.0;1350.0;1.0;No;No;No;No;No;No;66.0
2813;43.0;1.0;2150.0;3.0;No;Yes;No;No;No;No;82.0
2814;35.0;0.0;1450.0;1.0;No;No;No;No;No;No;60.0
2815;45.0;3.0;2050.0;2.0;No;No;No;No;No;No;60.0
2816;57.0;5.0;1900.0;1.0;No;No;No;No;No;No;44.0
2817;51.0;2.0;1000.0;1.0;No;No;No;No;No;No;56.0
2818;40.0;5.0;1850.0;2.0;No;No;No;No;No;No;65.0
2819;58.0;1.0;2250.0;3.0;No;No;No;No;No;No;65.0
2820;50.0;2.0;1350.0;1.0;No;No;No;No;No;No;66.0
2821;53.0;2.0;1500.0;1.0;No;No;No;No;No;No;42.0
2822;48.0;1.0;1350.0;1.0;No;No;No;No;No;No;65.0
2823;51.0;2.0;1650.0;3.0;Yes;No;No;No;No;No;70.0
2824;49.0;5.0;2300.0;2.0;No;Yes;No;No;No;No;84.0
2825;38.0;3.0;1250.0;1.0;Yes;Yes;No;No;No;No;61.0
2826;44.0;1.0;1350.0;1.0;Yes;No;No;No;No;No;62.0
2827;48.0;1.0;1900.0;2.0;No;No;No;No;No;No;64.0
2828;41.0;3.0;2700.0;4.0;No;No;No;No;No;No;81.0
2829;44.0;1.0;1150.0;1.0;No;No;No;No;No;No;54.0
2830;55.0;7.0;850.0;1.0;Yes;No;Yes;No;No;No;65.0
2831;48.0;1.0;1450.0;1.0;No;No;No;No;No;No;57.0
2832;52.0;1.0;2150.0;2.0;Yes;No;No;No;No;No;72.0
2833;49.0;2.0;1400.0;2.0;No;No;No;No;No;No;54.0
2834;47.0;3.0;1900.0;2.0;No;No;No;No;No;No;70.0
2835;44.0;5.0;1350.0;1.0;No;No;No;Yes;No;No;68.0
2836;56.0;0.0;1450.0;2.0;No;No;No;Yes;No;No;51.0
2837;40.0;1.0;1300.0;2.0;No;No;No;Yes;No;No;60.0
2838;37.0;0.0;1350.0;1.0;No;No;No;No;No;No;65.0
2839;55.0;1.0;2100.0;2.0;Yes;No;No;No;No;No;85.0
2840;43.0;0.0;1150.0;1.0;No;Yes;No;No;No;No;53.0
2841;47.0;2.0;1150.0;1.0;Yes;No;No;No;No;No;51.0
2842;43.0;3.0;1000.0;1.0;No;No;No;No;No;No;47.0
2843;44.0;4.0;2150.0;3.0;No;No;No;No;No;No;84.0
2844;51.0;0.0;1500.0;1.0;No;No;No;No;No;No;44.0
